date,VesselClass,VesselCount,Dispersion
16/07/2020,Capesize,672,5666.90726
16/07/2020,VLOC,120,5986.367163
17/07/2020,Capesize,684,5684.253976
17/07/2020,VLOC,118,6062.098117
18/07/2020,Capesize,683,5762.527369
18/07/2020,VLOC,121,6017.654803
19/07/2020,Capesize,683,5755.94361
19/07/2020,VLOC,122,5920.942316
20/07/2020,Capesize,688,5809.501844
20/07/2020,VLOC,120,5996.813176
21/07/2020,Capesize,685,5768.04282
21/07/2020,VLOC,118,6013.130295
22/07/2020,Capesize,686,5812.782943
22/07/2020,VLOC,119,6014.108446
23/07/2020,Capesize,682,5818.140416
23/07/2020,VLOC,117,6029.307396
24/07/2020,Capesize,680,5811.779276
24/07/2020,VLOC,117,6046.188249
25/07/2020,Capesize,682,5766.460436
25/07/2020,VLOC,116,6040.700286
26/07/2020,Capesize,677,5749.433378
26/07/2020,VLOC,113,6065.526366
27/07/2020,Capesize,681,5786.194825
27/07/2020,VLOC,114,6056.229885
28/07/2020,Capesize,687,5832.284293
28/07/2020,VLOC,111,6046.914089
29/07/2020,Capesize,683,5812.642194
29/07/2020,VLOC,113,6075.048205
30/07/2020,Capesize,694,5817.259247
30/07/2020,VLOC,113,6014.302471
31/07/2020,Capesize,696,5824.064002
31/07/2020,VLOC,117,6110.486592
01/08/2020,Capesize,704,5808.813032
01/08/2020,VLOC,116,6180.022992
02/08/2020,Capesize,693,5840.12534
02/08/2020,VLOC,115,6135.782699
03/08/2020,Capesize,694,5915.131398
03/08/2020,VLOC,115,6301.213557
04/08/2020,Capesize,696,5997.609628
04/08/2020,VLOC,113,6324.38267
05/08/2020,Capesize,699,6038.207101
05/08/2020,VLOC,118,6296.324905
06/08/2020,Capesize,696,6040.802851
06/08/2020,VLOC,118,6315.536189
07/08/2020,Capesize,693,6051.984568
07/08/2020,VLOC,116,6345.728686
08/08/2020,Capesize,686,6102.865821
08/08/2020,VLOC,119,6421.771065
09/08/2020,Capesize,696,6152.046551
09/08/2020,VLOC,117,6369.694753
10/08/2020,Capesize,694,6098.156559
10/08/2020,VLOC,119,6347.546243
11/08/2020,Capesize,697,6153.224615
11/08/2020,VLOC,117,6317.79427
12/08/2020,Capesize,701,6112.047741
12/08/2020,VLOC,116,6336.394871
13/08/2020,Capesize,698,6109.526712
13/08/2020,VLOC,117,6435.255337
14/08/2020,Capesize,698,6137.728503
14/08/2020,VLOC,117,6275.926502
15/08/2020,Capesize,688,6148.335576
15/08/2020,VLOC,116,6236.132884
16/08/2020,Capesize,688,6178.033077
16/08/2020,VLOC,118,6299.994252
17/08/2020,Capesize,698,6150.577661
17/08/2020,VLOC,119,6181.172789
18/08/2020,Capesize,691,6113.792196
18/08/2020,VLOC,117,6123.353901
19/08/2020,Capesize,679,6140.44915
19/08/2020,VLOC,118,6039.649627
20/08/2020,Capesize,671,6104.170768
20/08/2020,VLOC,118,6093.236548
21/08/2020,Capesize,684,6152.062137
21/08/2020,VLOC,118,6116.347352
22/08/2020,Capesize,688,6157.223258
22/08/2020,VLOC,121,6090.651319
23/08/2020,Capesize,695,6138.449549
23/08/2020,VLOC,119,6272.689967
24/08/2020,Capesize,688,6121.663359
24/08/2020,VLOC,119,6293.35856
25/08/2020,Capesize,686,6129.689695
25/08/2020,VLOC,119,6245.21899
26/08/2020,Capesize,685,6198.41734
26/08/2020,VLOC,116,6147.279924
27/08/2020,Capesize,685,6176.048129
27/08/2020,VLOC,120,6150.832477
28/08/2020,Capesize,684,6231.199216
28/08/2020,VLOC,119,5948.839503
29/08/2020,Capesize,686,6217.998703
29/08/2020,VLOC,116,5964.02691
30/08/2020,Capesize,690,6232.85871
30/08/2020,VLOC,118,5769.529434
31/08/2020,Capesize,682,6192.370346
31/08/2020,VLOC,119,5672.785074
01/09/2020,Capesize,680,6106.715988
01/09/2020,VLOC,119,5503.037005
02/09/2020,Capesize,678,6039.190477
02/09/2020,VLOC,120,5586.038449
03/09/2020,Capesize,678,6028.063088
03/09/2020,VLOC,119,5686.822992
04/09/2020,Capesize,687,6022.72089
04/09/2020,VLOC,117,5649.589518
05/09/2020,Capesize,685,6066.371623
05/09/2020,VLOC,119,5573.292088
06/09/2020,Capesize,691,6090.597605
06/09/2020,VLOC,123,5773.106165
07/09/2020,Capesize,690,6105.149496
07/09/2020,VLOC,123,5843.156982
08/09/2020,Capesize,689,6058.785712
08/09/2020,VLOC,120,5944.72437
09/09/2020,Capesize,687,6012.177637
09/09/2020,VLOC,119,5964.000162
10/09/2020,Capesize,682,6064.738879
10/09/2020,VLOC,121,5939.327679
11/09/2020,Capesize,686,6147.758513
11/09/2020,VLOC,119,5828.670979
12/09/2020,Capesize,690,6072.452704
12/09/2020,VLOC,118,5794.959316
13/09/2020,Capesize,692,6063.699618
13/09/2020,VLOC,118,5935.908647
14/09/2020,Capesize,691,6039.533886
14/09/2020,VLOC,118,5898.515253
15/09/2020,Capesize,694,6055.733854
15/09/2020,VLOC,119,6000.122343
16/09/2020,Capesize,704,6082.476477
16/09/2020,VLOC,117,5986.510852
17/09/2020,Capesize,695,6049.835482
17/09/2020,VLOC,115,6028.024788
18/09/2020,Capesize,697,6151.500919
18/09/2020,VLOC,112,5917.534899
19/09/2020,Capesize,698,6117.554157
19/09/2020,VLOC,115,6029.094392
20/09/2020,Capesize,697,6095.453042
20/09/2020,VLOC,115,6055.536419
21/09/2020,Capesize,692,6140.960299
21/09/2020,VLOC,118,6114.571127
22/09/2020,Capesize,696,6088.747097
22/09/2020,VLOC,121,6164.100114
23/09/2020,Capesize,702,6082.651079
23/09/2020,VLOC,120,6243.113496
24/09/2020,Capesize,696,6046.044175
24/09/2020,VLOC,120,6264.17811
25/09/2020,Capesize,692,6040.370149
25/09/2020,VLOC,123,6314.629295
26/09/2020,Capesize,686,5994.543253
26/09/2020,VLOC,119,6324.28836
27/09/2020,Capesize,687,5996.741039
27/09/2020,VLOC,119,6235.041273
28/09/2020,Capesize,686,5971.261532
28/09/2020,VLOC,120,6355.414294
29/09/2020,Capesize,676,5943.229465
29/09/2020,VLOC,116,6261.117665
30/09/2020,Capesize,669,5897.040959
30/09/2020,VLOC,115,6320.637581
01/10/2020,Capesize,656,5776.072446
01/10/2020,VLOC,115,6189.259478
02/10/2020,Capesize,666,5785.583805
02/10/2020,VLOC,114,6296.751572
03/10/2020,Capesize,665,5758.608217
03/10/2020,VLOC,114,6345.04222
04/10/2020,Capesize,670,5745.816171
04/10/2020,VLOC,110,6254.818453
05/10/2020,Capesize,672,5742.85563
05/10/2020,VLOC,114,6324.546622
06/10/2020,Capesize,673,5723.115046
06/10/2020,VLOC,112,6381.098081
07/10/2020,Capesize,668,5808.464101
07/10/2020,VLOC,112,6370.59684
08/10/2020,Capesize,665,5903.259503
08/10/2020,VLOC,115,6215.621872
09/10/2020,Capesize,664,5943.115865
09/10/2020,VLOC,116,6261.002263
10/10/2020,Capesize,659,5924.767931
10/10/2020,VLOC,113,6319.551568
11/10/2020,Capesize,651,5972.910294
11/10/2020,VLOC,114,6366.504237
12/10/2020,Capesize,650,5978.12618
12/10/2020,VLOC,116,6148.838032
13/10/2020,Capesize,649,6005.837942
13/10/2020,VLOC,117,6112.862761
14/10/2020,Capesize,655,6061.6948
14/10/2020,VLOC,117,6136.149847
15/10/2020,Capesize,659,6106.193433
15/10/2020,VLOC,116,6108.959687
16/10/2020,Capesize,666,6142.198124
16/10/2020,VLOC,113,6041.058767
17/10/2020,Capesize,674,6137.454468
17/10/2020,VLOC,113,6050.961982
18/10/2020,Capesize,670,6163.365944
18/10/2020,VLOC,112,5893.266331
19/10/2020,Capesize,667,6203.973131
19/10/2020,VLOC,115,5884.989376
20/10/2020,Capesize,663,6210.979584
20/10/2020,VLOC,113,5968.302674
21/10/2020,Capesize,664,6163.799292
21/10/2020,VLOC,116,5938.972016
22/10/2020,Capesize,665,6166.423911
22/10/2020,VLOC,116,5808.989069
23/10/2020,Capesize,663,6199.114959
23/10/2020,VLOC,121,5894.461979
24/10/2020,Capesize,668,6247.93304
24/10/2020,VLOC,121,5857.296998
25/10/2020,Capesize,673,6295.52577
25/10/2020,VLOC,122,5957.127799
26/10/2020,Capesize,688,6283.263713
26/10/2020,VLOC,120,5843.379058
27/10/2020,Capesize,691,6265.382005
27/10/2020,VLOC,120,5993.419441
28/10/2020,Capesize,690,6223.301621
28/10/2020,VLOC,118,5997.265093
29/10/2020,Capesize,697,6225.214442
29/10/2020,VLOC,118,5967.794199
30/10/2020,Capesize,690,6163.199953
30/10/2020,VLOC,121,6075.490246
31/10/2020,Capesize,700,6171.913477
31/10/2020,VLOC,121,6007.659998
01/11/2020,Capesize,690,6160.424734
01/11/2020,VLOC,122,6077.965943
02/11/2020,Capesize,692,6175.426378
02/11/2020,VLOC,120,6080.675572
03/11/2020,Capesize,698,6151.802124
03/11/2020,VLOC,120,6157.879445
04/11/2020,Capesize,704,6090.993983
04/11/2020,VLOC,123,6332.219986
05/11/2020,Capesize,692,6096.921725
05/11/2020,VLOC,128,6442.245288
06/11/2020,Capesize,708,6102.125529
06/11/2020,VLOC,127,6472.222999
07/11/2020,Capesize,713,6067.800644
07/11/2020,VLOC,125,6642.579377
08/11/2020,Capesize,716,6092.642914
08/11/2020,VLOC,126,6680.856338
09/11/2020,Capesize,717,6079.769186
09/11/2020,VLOC,124,6523.162436
10/11/2020,Capesize,717,6098.678439
10/11/2020,VLOC,122,6501.418222
11/11/2020,Capesize,720,6121.220822
11/11/2020,VLOC,120,6580.735115
12/11/2020,Capesize,720,6048.31542
12/11/2020,VLOC,122,6706.945799
13/11/2020,Capesize,713,6101.836595
13/11/2020,VLOC,124,6490.19323
14/11/2020,Capesize,712,6148.762294
14/11/2020,VLOC,127,6455.483748
15/11/2020,Capesize,699,6173.994271
15/11/2020,VLOC,127,6526.222913
16/11/2020,Capesize,697,6092.147724
16/11/2020,VLOC,128,6566.054904
17/11/2020,Capesize,696,6106.832907
17/11/2020,VLOC,127,6572.005124
18/11/2020,Capesize,699,6149.614255
18/11/2020,VLOC,127,6664.527297
19/11/2020,Capesize,697,6200.662115
19/11/2020,VLOC,128,6613.505511
20/11/2020,Capesize,678,6190.979266
20/11/2020,VLOC,129,6607.258622
21/11/2020,Capesize,682,6122.568298
21/11/2020,VLOC,133,6598.489683
22/11/2020,Capesize,676,6104.395255
22/11/2020,VLOC,133,6563.593998
23/11/2020,Capesize,692,6067.748979
23/11/2020,VLOC,134,6562.18184
24/11/2020,Capesize,690,6122.404729
24/11/2020,VLOC,134,6577.044067
25/11/2020,Capesize,694,6141.187189
25/11/2020,VLOC,135,6667.299556
26/11/2020,Capesize,686,6149.236346
26/11/2020,VLOC,137,6500.256238
27/11/2020,Capesize,687,6152.293838
27/11/2020,VLOC,140,6521.282429
28/11/2020,Capesize,690,6154.123301
28/11/2020,VLOC,139,6467.301384
29/11/2020,Capesize,694,6176.731507
29/11/2020,VLOC,135,6498.314206
30/11/2020,Capesize,690,6133.055278
30/11/2020,VLOC,135,6492.92496
01/12/2020,Capesize,688,6128.937731
01/12/2020,VLOC,135,6334.277421
02/12/2020,Capesize,683,6154.354674
02/12/2020,VLOC,134,6368.356727
03/12/2020,Capesize,682,6168.037127
03/12/2020,VLOC,135,6346.46971
04/12/2020,Capesize,686,6099.896748
04/12/2020,VLOC,135,6353.332137
05/12/2020,Capesize,682,6187.874563
05/12/2020,VLOC,133,6427.736012
06/12/2020,Capesize,672,6244.844095
06/12/2020,VLOC,132,6431.057695
07/12/2020,Capesize,681,6204.368553
07/12/2020,VLOC,134,6536.113511
08/12/2020,Capesize,681,6226.238238
08/12/2020,VLOC,129,6516.793106
09/12/2020,Capesize,681,6259.728301
09/12/2020,VLOC,131,6490.779386
10/12/2020,Capesize,677,6267.386159
10/12/2020,VLOC,130,6454.611054
11/12/2020,Capesize,677,6311.734026
11/12/2020,VLOC,131,6450.765256
12/12/2020,Capesize,681,6242.809722
12/12/2020,VLOC,135,6512.927408
13/12/2020,Capesize,679,6235.942155
13/12/2020,VLOC,134,6430.097468
14/12/2020,Capesize,683,6275.223592
14/12/2020,VLOC,134,6419.214085
15/12/2020,Capesize,668,6208.67612
15/12/2020,VLOC,131,6364.242426
16/12/2020,Capesize,668,6248.366113
16/12/2020,VLOC,134,6412.593214
17/12/2020,Capesize,666,6238.471329
17/12/2020,VLOC,135,6402.967871
18/12/2020,Capesize,668,6237.086316
18/12/2020,VLOC,130,6398.394199
19/12/2020,Capesize,676,6220.673719
19/12/2020,VLOC,130,6505.339137
20/12/2020,Capesize,677,6138.674897
20/12/2020,VLOC,127,6493.229832
21/12/2020,Capesize,671,6061.528713
21/12/2020,VLOC,125,6580.047753
22/12/2020,Capesize,665,6027.240423
22/12/2020,VLOC,126,6393.285165
23/12/2020,Capesize,652,5938.109541
23/12/2020,VLOC,127,6447.34212
24/12/2020,Capesize,649,5989.165042
24/12/2020,VLOC,127,6476.417756
25/12/2020,Capesize,637,5881.622231
25/12/2020,VLOC,130,6569.656227
26/12/2020,Capesize,629,5808.085619
26/12/2020,VLOC,130,6582.393203
27/12/2020,Capesize,623,5689.960186
27/12/2020,VLOC,129,6611.745141
28/12/2020,Capesize,620,5677.140769
28/12/2020,VLOC,126,6578.118744
29/12/2020,Capesize,619,5660.574875
29/12/2020,VLOC,123,6676.194601
30/12/2020,Capesize,605,5703.461564
30/12/2020,VLOC,116,6634.523516
31/12/2020,Capesize,608,5679.541093
31/12/2020,VLOC,113,6665.231495
01/01/2021,Capesize,600,5670.795324
01/01/2021,VLOC,108,6624.007454
02/01/2021,Capesize,592,5680.219968
02/01/2021,VLOC,111,6748.016331
03/01/2021,Capesize,587,5644.527279
03/01/2021,VLOC,112,6776.671304
04/01/2021,Capesize,590,5703.058665
04/01/2021,VLOC,111,6818.790067
05/01/2021,Capesize,601,5764.094942
05/01/2021,VLOC,110,6795.160136
06/01/2021,Capesize,591,5761.650204
06/01/2021,VLOC,114,6940.941531
07/01/2021,Capesize,592,5791.540834
07/01/2021,VLOC,112,6939.780628
08/01/2021,Capesize,588,5809.608925
08/01/2021,VLOC,112,6993.431303
09/01/2021,Capesize,598,5846.565376
09/01/2021,VLOC,113,7022.926457
10/01/2021,Capesize,594,5845.756048
10/01/2021,VLOC,111,7196.123216
11/01/2021,Capesize,588,5892.722925
11/01/2021,VLOC,111,7225.233879
12/01/2021,Capesize,584,5953.848169
12/01/2021,VLOC,110,7284.636426
13/01/2021,Capesize,586,5931.146468
13/01/2021,VLOC,113,7284.177417
14/01/2021,Capesize,602,5960.585471
14/01/2021,VLOC,115,7281.666128
15/01/2021,Capesize,613,5918.378352
15/01/2021,VLOC,115,7203.962332
16/01/2021,Capesize,615,5948.490051
16/01/2021,VLOC,113,7238.155624
17/01/2021,Capesize,621,5993.137739
17/01/2021,VLOC,115,7313.313993
18/01/2021,Capesize,625,6042.021641
18/01/2021,VLOC,114,7297.624868
19/01/2021,Capesize,622,6000.070039
19/01/2021,VLOC,114,7239.947554
20/01/2021,Capesize,621,6048.436868
20/01/2021,VLOC,116,7106.203182
21/01/2021,Capesize,631,5929.031536
21/01/2021,VLOC,119,7157.089389
22/01/2021,Capesize,650,5902.467944
22/01/2021,VLOC,118,7058.743024
23/01/2021,Capesize,660,5825.614764
23/01/2021,VLOC,118,6927.211111
24/01/2021,Capesize,663,5786.30249
24/01/2021,VLOC,123,6857.614164
25/01/2021,Capesize,663,5714.713795
25/01/2021,VLOC,122,6727.346209
26/01/2021,Capesize,660,5740.605911
26/01/2021,VLOC,119,6552.588279
27/01/2021,Capesize,665,5734.976557
27/01/2021,VLOC,119,6498.179037
28/01/2021,Capesize,664,5686.574291
28/01/2021,VLOC,119,6416.062977
29/01/2021,Capesize,670,5680.79164
29/01/2021,VLOC,116,6442.630381
30/01/2021,Capesize,675,5610.458899
30/01/2021,VLOC,117,6273.679987
31/01/2021,Capesize,680,5591.44978
31/01/2021,VLOC,118,6313.416189
01/02/2021,Capesize,690,5488.405628
01/02/2021,VLOC,118,6044.563233
02/02/2021,Capesize,707,5459.683873
02/02/2021,VLOC,120,6079.796964
03/02/2021,Capesize,717,5463.380647
03/02/2021,VLOC,126,6028.245872
04/02/2021,Capesize,712,5476.74274
04/02/2021,VLOC,127,6173.314298
05/02/2021,Capesize,715,5474.28435
05/02/2021,VLOC,127,6187.499644
06/02/2021,Capesize,714,5456.485772
06/02/2021,VLOC,125,6190.844694
07/02/2021,Capesize,723,5475.225917
07/02/2021,VLOC,127,6295.396913
08/02/2021,Capesize,730,5459.747202
08/02/2021,VLOC,125,6218.910255
09/02/2021,Capesize,735,5504.632009
09/02/2021,VLOC,126,6220.6206
10/02/2021,Capesize,741,5532.306167
10/02/2021,VLOC,127,6205.422259
11/02/2021,Capesize,750,5543.619668
11/02/2021,VLOC,126,6106.228283
12/02/2021,Capesize,745,5589.545946
12/02/2021,VLOC,125,6014.00004
13/02/2021,Capesize,748,5584.746901
13/02/2021,VLOC,123,6107.085228
14/02/2021,Capesize,742,5585.823133
14/02/2021,VLOC,125,6099.209041
15/02/2021,Capesize,748,5617.567486
15/02/2021,VLOC,124,6152.309327
16/02/2021,Capesize,745,5657.707727
16/02/2021,VLOC,125,6059.176566
17/02/2021,Capesize,746,5685.413759
17/02/2021,VLOC,124,6097.422015
18/02/2021,Capesize,744,5662.938648
18/02/2021,VLOC,125,6134.594221
19/02/2021,Capesize,750,5688.864031
19/02/2021,VLOC,125,6154.048098
20/02/2021,Capesize,748,5749.180615
20/02/2021,VLOC,125,6146.816203
21/02/2021,Capesize,751,5831.331728
21/02/2021,VLOC,128,6145.801641
22/02/2021,Capesize,745,5885.381691
22/02/2021,VLOC,130,6273.798514
23/02/2021,Capesize,760,6025.55455
23/02/2021,VLOC,130,6190.5437
24/02/2021,Capesize,757,6024.149889
24/02/2021,VLOC,127,6145.888961
25/02/2021,Capesize,748,6098.552131
25/02/2021,VLOC,126,6373.797931
26/02/2021,Capesize,749,6147.272918
26/02/2021,VLOC,128,6377.427646
27/02/2021,Capesize,746,6172.261612
27/02/2021,VLOC,130,6351.580802
28/02/2021,Capesize,736,6225.678842
28/02/2021,VLOC,131,6319.96097
01/03/2021,Capesize,724,6294.808479
01/03/2021,VLOC,129,6290.561608
02/03/2021,Capesize,739,6255.8151
02/03/2021,VLOC,129,6408.108539
03/03/2021,Capesize,741,6252.549256
03/03/2021,VLOC,128,6635.742123
04/03/2021,Capesize,735,6322.23657
04/03/2021,VLOC,132,6619.828442
05/03/2021,Capesize,738,6343.062723
05/03/2021,VLOC,129,6698.257185
06/03/2021,Capesize,742,6332.478373
06/03/2021,VLOC,131,6663.81421
07/03/2021,Capesize,737,6335.287807
07/03/2021,VLOC,131,6807.140476
08/03/2021,Capesize,743,6369.630597
08/03/2021,VLOC,132,6741.633087
09/03/2021,Capesize,747,6381.333636
09/03/2021,VLOC,131,6912.668335
10/03/2021,Capesize,757,6373.982715
10/03/2021,VLOC,132,6894.415894
11/03/2021,Capesize,751,6387.004064
11/03/2021,VLOC,131,6958.35885
12/03/2021,Capesize,756,6442.857046
12/03/2021,VLOC,132,6956.019806
13/03/2021,Capesize,756,6419.519891
13/03/2021,VLOC,132,6962.276618
14/03/2021,Capesize,744,6398.052958
14/03/2021,VLOC,134,6948.17364
15/03/2021,Capesize,744,6431.040276
15/03/2021,VLOC,133,6856.528838
16/03/2021,Capesize,746,6421.270042
16/03/2021,VLOC,137,6833.450643
17/03/2021,Capesize,750,6429.642577
17/03/2021,VLOC,136,6858.550805
18/03/2021,Capesize,744,6461.388345
18/03/2021,VLOC,136,6829.587129
19/03/2021,Capesize,745,6434.653579
19/03/2021,VLOC,134,6854.248377
20/03/2021,Capesize,748,6437.668572
20/03/2021,VLOC,137,7006.66094
21/03/2021,Capesize,743,6389.61281
21/03/2021,VLOC,133,6924.707625
22/03/2021,Capesize,744,6373.895076
22/03/2021,VLOC,133,6867.622029
23/03/2021,Capesize,743,6366.870907
23/03/2021,VLOC,130,6778.540291
24/03/2021,Capesize,742,6375.972782
24/03/2021,VLOC,132,6801.893733
25/03/2021,Capesize,740,6387.207238
25/03/2021,VLOC,136,6765.700733
26/03/2021,Capesize,730,6373.885626
26/03/2021,VLOC,139,6864.965132
27/03/2021,Capesize,719,6374.83011
27/03/2021,VLOC,143,6880.225129
28/03/2021,Capesize,714,6364.072055
28/03/2021,VLOC,139,6726.007347
29/03/2021,Capesize,713,6293.170615
29/03/2021,VLOC,137,6696.849781
30/03/2021,Capesize,701,6332.448572
30/03/2021,VLOC,138,6757.045882
31/03/2021,Capesize,692,6401.793402
31/03/2021,VLOC,144,6836.048855
01/04/2021,Capesize,698,6321.215073
01/04/2021,VLOC,144,6855.506986
02/04/2021,Capesize,692,6350.653384
02/04/2021,VLOC,145,6886.700873
03/04/2021,Capesize,690,6360.859392
03/04/2021,VLOC,142,6896.547925
04/04/2021,Capesize,695,6357.176461
04/04/2021,VLOC,138,6859.228604
05/04/2021,Capesize,693,6296.036953
05/04/2021,VLOC,140,6955.49171
06/04/2021,Capesize,677,6386.234136
06/04/2021,VLOC,141,6956.402582
07/04/2021,Capesize,670,6386.741997
07/04/2021,VLOC,143,6978.690588
08/04/2021,Capesize,682,6348.336772
08/04/2021,VLOC,141,6882.77838
09/04/2021,Capesize,691,6371.423752
09/04/2021,VLOC,142,6941.504938
10/04/2021,Capesize,697,6329.849704
10/04/2021,VLOC,144,6987.188697
11/04/2021,Capesize,697,6274.456954
11/04/2021,VLOC,149,7085.59922
12/04/2021,Capesize,691,6215.624415
12/04/2021,VLOC,147,7048.867133
13/04/2021,Capesize,694,6266.909376
13/04/2021,VLOC,146,7049.778494
14/04/2021,Capesize,696,6263.263536
14/04/2021,VLOC,146,6997.132051
15/04/2021,Capesize,701,6150.425241
15/04/2021,VLOC,144,7030.835938
16/04/2021,Capesize,690,6060.059056
16/04/2021,VLOC,141,7047.752454
17/04/2021,Capesize,693,6041.611449
17/04/2021,VLOC,137,7020.661179
18/04/2021,Capesize,686,5984.662914
18/04/2021,VLOC,141,7039.533064
19/04/2021,Capesize,685,6001.626153
19/04/2021,VLOC,141,7079.278229
20/04/2021,Capesize,690,5966.177174
20/04/2021,VLOC,142,7060.084787
21/04/2021,Capesize,696,5963.934144
21/04/2021,VLOC,145,7123.21579
22/04/2021,Capesize,706,5982.171386
22/04/2021,VLOC,144,7116.439379
23/04/2021,Capesize,693,5907.968562
23/04/2021,VLOC,143,7081.308371
24/04/2021,Capesize,690,5895.623565
24/04/2021,VLOC,145,7073.113561
25/04/2021,Capesize,689,5933.6173
25/04/2021,VLOC,143,7041.192089
26/04/2021,Capesize,684,5891.92247
26/04/2021,VLOC,141,7078.916765
27/04/2021,Capesize,683,5844.53359
27/04/2021,VLOC,142,7118.18973
28/04/2021,Capesize,679,5922.926934
28/04/2021,VLOC,143,7112.094593
29/04/2021,Capesize,686,5918.527691
29/04/2021,VLOC,140,7100.666635
30/04/2021,Capesize,690,5887.395945
30/04/2021,VLOC,140,7130.59479
01/05/2021,Capesize,689,5833.843951
01/05/2021,VLOC,140,7160.429053
02/05/2021,Capesize,683,5830.744568
02/05/2021,VLOC,138,7156.578517
03/05/2021,Capesize,688,5894.678448
03/05/2021,VLOC,137,7160.921996
04/05/2021,Capesize,687,5904.430449
04/05/2021,VLOC,138,7226.532056
05/05/2021,Capesize,698,5916.858344
05/05/2021,VLOC,138,7301.151984
06/05/2021,Capesize,691,5910.606519
06/05/2021,VLOC,136,7226.138987
07/05/2021,Capesize,692,5956.042739
07/05/2021,VLOC,133,7203.343881
08/05/2021,Capesize,689,6000.794051
08/05/2021,VLOC,136,7331.760093
09/05/2021,Capesize,689,6051.501993
09/05/2021,VLOC,136,7476.979991
10/05/2021,Capesize,699,6023.826231
10/05/2021,VLOC,133,7366.208166
11/05/2021,Capesize,698,6049.502598
11/05/2021,VLOC,136,7474.457012
12/05/2021,Capesize,711,6102.63118
12/05/2021,VLOC,134,7530.872604
13/05/2021,Capesize,711,6109.868732
13/05/2021,VLOC,133,7507.892912
14/05/2021,Capesize,714,6180.800895
14/05/2021,VLOC,132,7565.041172
15/05/2021,Capesize,706,6224.388361
15/05/2021,VLOC,135,7589.687133
16/05/2021,Capesize,713,6257.59156
16/05/2021,VLOC,134,7701.77307
17/05/2021,Capesize,721,6283.483044
17/05/2021,VLOC,133,7736.369156
18/05/2021,Capesize,716,6316.986666
18/05/2021,VLOC,129,7730.711791
19/05/2021,Capesize,714,6361.615279
19/05/2021,VLOC,132,7792.710376
20/05/2021,Capesize,716,6383.538056
20/05/2021,VLOC,137,7916.668048
21/05/2021,Capesize,721,6403.440455
21/05/2021,VLOC,135,7899.266412
22/05/2021,Capesize,716,6400.636672
22/05/2021,VLOC,133,7869.020556
23/05/2021,Capesize,714,6427.590604
23/05/2021,VLOC,134,7893.026593
24/05/2021,Capesize,725,6453.500195
24/05/2021,VLOC,135,7914.613279
25/05/2021,Capesize,724,6469.435694
25/05/2021,VLOC,133,7866.15206
26/05/2021,Capesize,726,6581.111608
26/05/2021,VLOC,130,7847.588694
27/05/2021,Capesize,728,6563.741968
27/05/2021,VLOC,134,7803.619972
28/05/2021,Capesize,720,6578.753376
28/05/2021,VLOC,138,7724.361837
29/05/2021,Capesize,711,6573.407136
29/05/2021,VLOC,139,7660.218711
30/05/2021,Capesize,712,6563.660935
30/05/2021,VLOC,136,7616.666673
31/05/2021,Capesize,713,6566.730407
31/05/2021,VLOC,134,7661.313146
01/06/2021,Capesize,704,6557.564584
01/06/2021,VLOC,137,7558.470768
02/06/2021,Capesize,701,6490.52535
02/06/2021,VLOC,139,7521.719895
03/06/2021,Capesize,711,6478.36495
03/06/2021,VLOC,134,7438.094996
04/06/2021,Capesize,722,6441.914154
04/06/2021,VLOC,134,7358.557131
05/06/2021,Capesize,724,6448.840044
05/06/2021,VLOC,127,7245.628921
06/06/2021,Capesize,724,6399.698115
06/06/2021,VLOC,127,7199.445324
07/06/2021,Capesize,723,6365.918084
07/06/2021,VLOC,126,7134.615966
08/06/2021,Capesize,721,6369.577119
08/06/2021,VLOC,127,7091.130215
09/06/2021,Capesize,724,6360.567586
09/06/2021,VLOC,128,7081.009635
10/06/2021,Capesize,722,6362.742223
10/06/2021,VLOC,122,7029.181556
11/06/2021,Capesize,740,6270.032313
11/06/2021,VLOC,119,6973.0236
12/06/2021,Capesize,734,6277.097177
12/06/2021,VLOC,120,6912.560006
13/06/2021,Capesize,741,6290.20414
13/06/2021,VLOC,119,6930.833614
14/06/2021,Capesize,737,6257.187365
14/06/2021,VLOC,118,6921.357446
15/06/2021,Capesize,731,6256.08893
15/06/2021,VLOC,118,6931.126027
16/06/2021,Capesize,728,6243.326788
16/06/2021,VLOC,116,6923.040863
17/06/2021,Capesize,734,6308.5809
17/06/2021,VLOC,116,6942.785785
18/06/2021,Capesize,734,6235.909994
18/06/2021,VLOC,114,6913.189629
19/06/2021,Capesize,729,6184.954346
19/06/2021,VLOC,120,7060.169732
20/06/2021,Capesize,739,6163.683061
20/06/2021,VLOC,122,7086.752042
21/06/2021,Capesize,737,6092.114281
21/06/2021,VLOC,119,7120.509234
22/06/2021,Capesize,736,6022.747507
22/06/2021,VLOC,117,7154.275294
23/06/2021,Capesize,742,5993.547512
23/06/2021,VLOC,124,7248.86771
24/06/2021,Capesize,741,6003.415166
24/06/2021,VLOC,123,7147.498152
25/06/2021,Capesize,736,5965.462694
25/06/2021,VLOC,124,7093.013765
26/06/2021,Capesize,727,6026.451654
26/06/2021,VLOC,122,7035.290476
27/06/2021,Capesize,722,6048.139419
27/06/2021,VLOC,125,7052.920738
28/06/2021,Capesize,708,5980.492926
28/06/2021,VLOC,125,7039.313183
29/06/2021,Capesize,705,6073.930753
29/06/2021,VLOC,125,6990.018081
30/06/2021,Capesize,701,6135.032987
