date,VesselClass,VesselCount,Dispersion
20/06/2018,VLOC,109,6299.897799
21/06/2018,Capesize,614,6289.869089
21/06/2018,VLOC,111,6376.411349
22/06/2018,Capesize,613,6297.233391
22/06/2018,VLOC,114,6295.872195
23/06/2018,Capesize,608,6276.68959
23/06/2018,VLOC,112,6195.567288
24/06/2018,Capesize,601,6329.18473
24/06/2018,VLOC,114,6195.641674
25/06/2018,Capesize,605,6350.95367
25/06/2018,VLOC,114,6071.603761
26/06/2018,Capesize,604,6355.712112
26/06/2018,VLOC,115,6152.893782
27/06/2018,Capesize,597,6282.3424
27/06/2018,VLOC,111,5967.094495
28/06/2018,Capesize,597,6329.166781
28/06/2018,VLOC,111,6087.841571
29/06/2018,Capesize,599,6304.220901
29/06/2018,VLOC,110,5922.430241
30/06/2018,Capesize,587,6242.8452
30/06/2018,VLOC,108,5879.923489
01/07/2018,Capesize,576,6187.425513
01/07/2018,VLOC,109,5834.821936
02/07/2018,Capesize,579,6120.924683
02/07/2018,VLOC,107,5994.44132
03/07/2018,Capesize,579,6201.60769
03/07/2018,VLOC,107,5784.650074
04/07/2018,Capesize,573,6138.009323
04/07/2018,VLOC,106,5919.332197
05/07/2018,Capesize,573,6266.212553
05/07/2018,VLOC,106,5940.527069
06/07/2018,Capesize,571,6289.833825
06/07/2018,VLOC,110,6176.488426
07/07/2018,Capesize,576,6308.56265
07/07/2018,VLOC,110,6113.801047
08/07/2018,Capesize,577,6389.027931
08/07/2018,VLOC,105,6070.100001
09/07/2018,Capesize,584,6465.683369
09/07/2018,VLOC,105,6066.654311
10/07/2018,Capesize,584,6460.095553
10/07/2018,VLOC,101,6107.133368
11/07/2018,Capesize,601,6537.349814
11/07/2018,VLOC,101,6129.367711
12/07/2018,Capesize,595,6552.437257
12/07/2018,VLOC,104,6299.820022
13/07/2018,Capesize,595,6508.40029
13/07/2018,VLOC,105,6336.546168
14/07/2018,Capesize,583,6500.340084
14/07/2018,VLOC,104,6183.530749
15/07/2018,Capesize,589,6494.173807
15/07/2018,VLOC,106,6310.165093
16/07/2018,Capesize,597,6462.419311
16/07/2018,VLOC,104,6346.033373
17/07/2018,Capesize,594,6414.266803
17/07/2018,VLOC,105,6433.90204
18/07/2018,Capesize,594,6428.246387
18/07/2018,VLOC,106,6324.662824
19/07/2018,Capesize,590,6456.742829
19/07/2018,VLOC,108,6445.011241
20/07/2018,Capesize,589,6487.037824
20/07/2018,VLOC,109,6436.001852
21/07/2018,Capesize,590,6564.923559
21/07/2018,VLOC,108,6327.76642
22/07/2018,Capesize,577,6496.890492
22/07/2018,VLOC,109,6434.489649
23/07/2018,Capesize,571,6590.98034
23/07/2018,VLOC,107,6426.734046
24/07/2018,Capesize,572,6614.728275
24/07/2018,VLOC,105,6386.667378
25/07/2018,Capesize,569,6590.032424
25/07/2018,VLOC,106,6326.891371
26/07/2018,Capesize,577,6558.071933
26/07/2018,VLOC,109,6347.577945
27/07/2018,Capesize,576,6615.030503
27/07/2018,VLOC,106,6369.193162
28/07/2018,Capesize,575,6546.428003
28/07/2018,VLOC,104,6185.503948
29/07/2018,Capesize,575,6581.599089
29/07/2018,VLOC,104,6188.048324
30/07/2018,Capesize,575,6535.971152
30/07/2018,VLOC,102,6145.106462
31/07/2018,Capesize,583,6501.506633
31/07/2018,VLOC,103,6065.983512
01/08/2018,Capesize,581,6391.190911
01/08/2018,VLOC,104,6107.845736
02/08/2018,Capesize,580,6391.731419
02/08/2018,VLOC,103,6292.954573
03/08/2018,Capesize,586,6462.722505
03/08/2018,VLOC,106,6217.365204
04/08/2018,Capesize,580,6500.438877
04/08/2018,VLOC,107,6237.093205
05/08/2018,Capesize,583,6465.014621
05/08/2018,VLOC,103,6224.781338
06/08/2018,Capesize,580,6483.450444
06/08/2018,VLOC,103,6266.630883
07/08/2018,Capesize,596,6505.258791
07/08/2018,VLOC,101,6202.887858
08/08/2018,Capesize,607,6496.166126
08/08/2018,VLOC,101,6178.415906
09/08/2018,Capesize,608,6529.360574
09/08/2018,VLOC,103,6088.038625
10/08/2018,Capesize,607,6590.948331
10/08/2018,VLOC,105,5999.69604
11/08/2018,Capesize,607,6554.258684
11/08/2018,VLOC,106,5976.652098
12/08/2018,Capesize,607,6518.526256
12/08/2018,VLOC,106,5760.374243
13/08/2018,Capesize,599,6543.921674
13/08/2018,VLOC,109,5793.179219
14/08/2018,Capesize,606,6530.745861
14/08/2018,VLOC,108,5712.260171
15/08/2018,Capesize,597,6548.398473
15/08/2018,VLOC,108,5529.708249
16/08/2018,Capesize,593,6588.500958
16/08/2018,VLOC,109,5646.451457
17/08/2018,Capesize,587,6502.376517
17/08/2018,VLOC,108,5641.676117
18/08/2018,Capesize,582,6558.388465
18/08/2018,VLOC,109,5595.70814
19/08/2018,Capesize,582,6544.116837
19/08/2018,VLOC,111,5550.002312
20/08/2018,Capesize,576,6629.684284
20/08/2018,VLOC,114,5604.000861
21/08/2018,Capesize,574,6607.999779
21/08/2018,VLOC,115,5561.267401
22/08/2018,Capesize,575,6603.527312
22/08/2018,VLOC,116,5616.477604
23/08/2018,Capesize,569,6719.982044
23/08/2018,VLOC,115,5702.738306
24/08/2018,Capesize,571,6688.262072
24/08/2018,VLOC,114,5695.311498
25/08/2018,Capesize,570,6731.723545
25/08/2018,VLOC,113,5899.649089
26/08/2018,Capesize,563,6815.966809
26/08/2018,VLOC,109,5921.866426
27/08/2018,Capesize,563,6909.077345
27/08/2018,VLOC,108,5848.190296
28/08/2018,Capesize,574,6822.587171
28/08/2018,VLOC,110,5930.862626
29/08/2018,Capesize,586,6832.421014
29/08/2018,VLOC,109,5883.245068
30/08/2018,Capesize,588,6837.876542
30/08/2018,VLOC,110,5974.664187
31/08/2018,Capesize,596,6856.250384
31/08/2018,VLOC,105,6009.016302
01/09/2018,Capesize,612,6779.543889
01/09/2018,VLOC,106,6138.977355
02/09/2018,Capesize,604,6734.209732
02/09/2018,VLOC,105,6136.041313
03/09/2018,Capesize,611,6709.704637
03/09/2018,VLOC,105,6156.79111
04/09/2018,Capesize,613,6700.200895
04/09/2018,VLOC,102,6222.771261
05/09/2018,Capesize,610,6641.023075
05/09/2018,VLOC,105,6277.156307
06/09/2018,Capesize,620,6644.032149
06/09/2018,VLOC,105,6380.478102
07/09/2018,Capesize,614,6624.911436
07/09/2018,VLOC,107,6467.979186
08/09/2018,Capesize,622,6644.306257
08/09/2018,VLOC,110,6557.228084
09/09/2018,Capesize,626,6620.532397
09/09/2018,VLOC,108,6553.607572
10/09/2018,Capesize,627,6611.764688
10/09/2018,VLOC,113,6548.600358
11/09/2018,Capesize,621,6583.158108
11/09/2018,VLOC,114,6570.738501
12/09/2018,Capesize,624,6633.675684
12/09/2018,VLOC,114,6450.792075
13/09/2018,Capesize,634,6691.270337
13/09/2018,VLOC,115,6338.080204
14/09/2018,Capesize,635,6611.796562
14/09/2018,VLOC,113,6398.121881
15/09/2018,Capesize,648,6606.225829
15/09/2018,VLOC,116,6387.215896
16/09/2018,Capesize,650,6622.611787
16/09/2018,VLOC,121,6369.811625
17/09/2018,Capesize,642,6582.860268
17/09/2018,VLOC,118,6303.501375
18/09/2018,Capesize,640,6579.394851
18/09/2018,VLOC,118,6140.864192
19/09/2018,Capesize,642,6607.227147
19/09/2018,VLOC,122,6154.493162
20/09/2018,Capesize,636,6626.852013
20/09/2018,VLOC,121,6186.244807
21/09/2018,Capesize,630,6653.946702
21/09/2018,VLOC,121,6055.874135
22/09/2018,Capesize,629,6563.803298
22/09/2018,VLOC,122,5948.164662
23/09/2018,Capesize,620,6550.897927
23/09/2018,VLOC,122,5815.80334
24/09/2018,Capesize,620,6596.542801
24/09/2018,VLOC,124,5776.275762
25/09/2018,Capesize,604,6517.087927
25/09/2018,VLOC,126,5742.113332
26/09/2018,Capesize,609,6500.786539
26/09/2018,VLOC,124,5772.156876
27/09/2018,Capesize,620,6461.296099
27/09/2018,VLOC,125,5755.921625
28/09/2018,Capesize,617,6475.492924
28/09/2018,VLOC,126,5729.533748
29/09/2018,Capesize,608,6534.644863
29/09/2018,VLOC,129,5681.927894
30/09/2018,Capesize,600,6556.394193
30/09/2018,VLOC,126,5757.148477
01/10/2018,Capesize,583,6654.009436
01/10/2018,VLOC,121,5808.074997
02/10/2018,Capesize,581,6705.018834
02/10/2018,VLOC,121,5911.979433
03/10/2018,Capesize,588,6746.669267
03/10/2018,VLOC,118,5998.853448
04/10/2018,Capesize,597,6700.23684
04/10/2018,VLOC,122,6007.09179
05/10/2018,Capesize,595,6764.810203
05/10/2018,VLOC,122,6106.55146
06/10/2018,Capesize,596,6851.221878
06/10/2018,VLOC,117,6127.458585
07/10/2018,Capesize,597,6866.213785
07/10/2018,VLOC,117,6144.814775
08/10/2018,Capesize,596,6901.911887
08/10/2018,VLOC,116,6199.292408
09/10/2018,Capesize,581,6845.70266
09/10/2018,VLOC,119,6157.975627
10/10/2018,Capesize,590,6798.786075
10/10/2018,VLOC,116,6224.145841
11/10/2018,Capesize,589,6868.529982
11/10/2018,VLOC,110,6237.156964
12/10/2018,Capesize,601,6890.24398
12/10/2018,VLOC,112,6399.016859
13/10/2018,Capesize,615,6857.745085
13/10/2018,VLOC,112,6404.845058
14/10/2018,Capesize,617,6822.74411
14/10/2018,VLOC,111,6491.418932
15/10/2018,Capesize,623,6831.487147
15/10/2018,VLOC,112,6613.348771
16/10/2018,Capesize,618,6792.652678
16/10/2018,VLOC,112,6676.911187
17/10/2018,Capesize,614,6772.474191
17/10/2018,VLOC,114,6649.074036
18/10/2018,Capesize,618,6808.476434
18/10/2018,VLOC,116,6665.955795
19/10/2018,Capesize,620,6734.170309
19/10/2018,VLOC,118,6590.16692
20/10/2018,Capesize,626,6706.161899
20/10/2018,VLOC,117,6637.084461
21/10/2018,Capesize,630,6768.479667
21/10/2018,VLOC,117,6509.877392
22/10/2018,Capesize,625,6774.121143
22/10/2018,VLOC,118,6468.787248
23/10/2018,Capesize,621,6762.746271
23/10/2018,VLOC,122,6435.260623
24/10/2018,Capesize,619,6744.474809
24/10/2018,VLOC,121,6420.400612
25/10/2018,Capesize,621,6670.250558
25/10/2018,VLOC,121,6198.297283
26/10/2018,Capesize,621,6668.060942
26/10/2018,VLOC,119,6204.917845
27/10/2018,Capesize,624,6667.334435
27/10/2018,VLOC,119,6172.705431
28/10/2018,Capesize,616,6695.804132
28/10/2018,VLOC,119,6089.533314
29/10/2018,Capesize,612,6651.718839
29/10/2018,VLOC,117,6168.744119
30/10/2018,Capesize,613,6646.351927
30/10/2018,VLOC,117,6122.726343
31/10/2018,Capesize,609,6660.979429
31/10/2018,VLOC,119,6110.648845
01/11/2018,Capesize,612,6553.914747
01/11/2018,VLOC,117,6072.897978
02/11/2018,Capesize,618,6600.010354
02/11/2018,VLOC,113,6032.382219
03/11/2018,Capesize,621,6572.369264
03/11/2018,VLOC,115,6052.885967
04/11/2018,Capesize,632,6567.941391
04/11/2018,VLOC,116,6048.707705
05/11/2018,Capesize,624,6574.272891
05/11/2018,VLOC,113,6075.134994
06/11/2018,Capesize,619,6604.425099
06/11/2018,VLOC,116,6114.604769
07/11/2018,Capesize,627,6609.36688
07/11/2018,VLOC,116,6165.657987
08/11/2018,Capesize,622,6594.093485
08/11/2018,VLOC,114,6186.244395
09/11/2018,Capesize,625,6606.263166
09/11/2018,VLOC,115,6346.466182
10/11/2018,Capesize,631,6610.358566
10/11/2018,VLOC,116,6418.207993
11/11/2018,Capesize,620,6654.844829
11/11/2018,VLOC,115,6408.319383
12/11/2018,Capesize,630,6586.878611
12/11/2018,VLOC,114,6510.246332
13/11/2018,Capesize,627,6631.425379
13/11/2018,VLOC,113,6411.166119
14/11/2018,Capesize,635,6613.56783
14/11/2018,VLOC,116,6522.100863
15/11/2018,Capesize,636,6632.746486
15/11/2018,VLOC,115,6675.886065
16/11/2018,Capesize,638,6603.65732
16/11/2018,VLOC,112,6722.61015
17/11/2018,Capesize,640,6629.861174
17/11/2018,VLOC,116,6832.729991
18/11/2018,Capesize,633,6700.752215
18/11/2018,VLOC,118,6822.455174
19/11/2018,Capesize,629,6742.925491
19/11/2018,VLOC,117,6769.779513
20/11/2018,Capesize,625,6779.444217
20/11/2018,VLOC,120,6749.889157
21/11/2018,Capesize,626,6865.85648
21/11/2018,VLOC,121,6673.811309
22/11/2018,Capesize,633,6900.548235
22/11/2018,VLOC,119,6680.413968
23/11/2018,Capesize,637,6900.695052
23/11/2018,VLOC,119,6602.524249
24/11/2018,Capesize,632,6866.124017
24/11/2018,VLOC,120,6432.480861
25/11/2018,Capesize,636,6865.480268
25/11/2018,VLOC,119,6407.800492
26/11/2018,Capesize,624,6786.791107
26/11/2018,VLOC,118,6374.548153
27/11/2018,Capesize,615,6864.899878
27/11/2018,VLOC,116,6294.684049
28/11/2018,Capesize,623,6833.065066
28/11/2018,VLOC,115,6345.378423
29/11/2018,Capesize,619,6834.225943
29/11/2018,VLOC,115,6348.885563
30/11/2018,Capesize,623,6827.271598
30/11/2018,VLOC,113,6243.869254
01/12/2018,Capesize,628,6825.964486
01/12/2018,VLOC,110,6117.003171
02/12/2018,Capesize,632,6778.344237
02/12/2018,VLOC,110,5992.834402
03/12/2018,Capesize,623,6813.826607
03/12/2018,VLOC,112,5922.910987
04/12/2018,Capesize,627,6895.091123
04/12/2018,VLOC,112,5894.379368
05/12/2018,Capesize,624,6929.313823
05/12/2018,VLOC,114,5757.039357
06/12/2018,Capesize,623,6950.555379
06/12/2018,VLOC,118,5840.649353
07/12/2018,Capesize,621,7014.042585
07/12/2018,VLOC,119,5703.675092
08/12/2018,Capesize,618,7021.071924
08/12/2018,VLOC,114,5609.946474
09/12/2018,Capesize,605,7071.55847
09/12/2018,VLOC,114,5540.651835
10/12/2018,Capesize,606,7089.725419
10/12/2018,VLOC,112,5563.514027
11/12/2018,Capesize,613,7103.445569
11/12/2018,VLOC,109,5578.186419
12/12/2018,Capesize,608,7106.27812
12/12/2018,VLOC,112,5621.549208
13/12/2018,Capesize,602,7080.653739
13/12/2018,VLOC,114,5776.145463
14/12/2018,Capesize,606,7107.440754
14/12/2018,VLOC,117,5742.994778
15/12/2018,Capesize,598,7142.496803
15/12/2018,VLOC,120,5851.747793
16/12/2018,Capesize,592,7105.043674
16/12/2018,VLOC,121,5847.398531
17/12/2018,Capesize,602,6994.401712
17/12/2018,VLOC,124,5925.569408
18/12/2018,Capesize,594,7042.020226
18/12/2018,VLOC,125,5870.191878
19/12/2018,Capesize,589,6977.757996
19/12/2018,VLOC,126,5923.351888
20/12/2018,Capesize,586,6994.714223
20/12/2018,VLOC,128,5994.527081
21/12/2018,Capesize,579,6975.144616
21/12/2018,VLOC,130,6071.750824
22/12/2018,Capesize,569,6943.965719
22/12/2018,VLOC,125,6058.843106
23/12/2018,Capesize,561,6991.87649
23/12/2018,VLOC,128,6053.577197
24/12/2018,Capesize,562,6889.505537
24/12/2018,VLOC,129,5927.852531
25/12/2018,Capesize,553,6879.301636
25/12/2018,VLOC,127,5972.43875
26/12/2018,Capesize,557,6851.394755
26/12/2018,VLOC,124,6066.821047
27/12/2018,Capesize,551,6822.504901
27/12/2018,VLOC,121,6111.095807
28/12/2018,Capesize,545,6701.217489
28/12/2018,VLOC,118,5994.086398
29/12/2018,Capesize,536,6684.694994
29/12/2018,VLOC,120,6056.711224
30/12/2018,Capesize,524,6719.883516
30/12/2018,VLOC,120,5929.58098
31/12/2018,Capesize,517,6651.948709
31/12/2018,VLOC,122,5935.282128
01/01/2019,Capesize,502,6510.647774
01/01/2019,VLOC,122,5934.849297
02/01/2019,Capesize,505,6500.550234
02/01/2019,VLOC,121,6135.836711
03/01/2019,Capesize,495,6463.135586
03/01/2019,VLOC,121,6174.834966
04/01/2019,Capesize,493,6302.204452
04/01/2019,VLOC,117,6214.491289
05/01/2019,Capesize,505,6144.386473
05/01/2019,VLOC,120,6329.594279
06/01/2019,Capesize,513,6105.405511
06/01/2019,VLOC,117,6369.272712
07/01/2019,Capesize,511,6125.253821
07/01/2019,VLOC,109,6323.504752
08/01/2019,Capesize,521,6098.472668
08/01/2019,VLOC,112,6382.397197
09/01/2019,Capesize,513,6014.785897
09/01/2019,VLOC,113,6435.544224
10/01/2019,Capesize,530,5863.090949
10/01/2019,VLOC,111,6343.580968
11/01/2019,Capesize,534,5905.080412
11/01/2019,VLOC,113,6470.163604
12/01/2019,Capesize,522,5896.57557
12/01/2019,VLOC,110,6487.774837
13/01/2019,Capesize,532,5900.272695
13/01/2019,VLOC,108,6472.02703
14/01/2019,Capesize,538,5787.984984
14/01/2019,VLOC,109,6417.772308
15/01/2019,Capesize,544,5801.116968
15/01/2019,VLOC,111,6477.770808
16/01/2019,Capesize,552,5720.123197
16/01/2019,VLOC,111,6478.203409
17/01/2019,Capesize,565,5813.87606
17/01/2019,VLOC,113,6398.509971
18/01/2019,Capesize,570,5805.128942
18/01/2019,VLOC,114,6491.15509
19/01/2019,Capesize,571,5839.441755
19/01/2019,VLOC,112,6470.802967
20/01/2019,Capesize,585,5773.784549
20/01/2019,VLOC,110,6479.427823
21/01/2019,Capesize,595,5776.822718
21/01/2019,VLOC,109,6542.224469
22/01/2019,Capesize,595,5814.809287
22/01/2019,VLOC,109,6457.653592
23/01/2019,Capesize,592,5818.696434
23/01/2019,VLOC,107,6447.582951
24/01/2019,Capesize,586,5778.595986
24/01/2019,VLOC,110,6493.859159
25/01/2019,Capesize,587,5748.842627
25/01/2019,VLOC,112,6272.799856
26/01/2019,Capesize,593,5826.409617
26/01/2019,VLOC,111,6319.606546
27/01/2019,Capesize,597,5851.408465
27/01/2019,VLOC,115,6392.047586
28/01/2019,Capesize,597,5843.133839
28/01/2019,VLOC,115,6327.607272
29/01/2019,Capesize,591,5654.19912
29/01/2019,VLOC,117,6208.591821
30/01/2019,Capesize,587,5829.867555
30/01/2019,VLOC,115,6226.696247
31/01/2019,Capesize,584,5799.502771
31/01/2019,VLOC,120,6193.59975
01/02/2019,Capesize,578,5737.01449
01/02/2019,VLOC,118,6036.786418
02/02/2019,Capesize,583,5791.56678
02/02/2019,VLOC,118,6067.100914
03/02/2019,Capesize,581,5818.502632
03/02/2019,VLOC,119,6085.119632
04/02/2019,Capesize,578,5816.351458
04/02/2019,VLOC,118,6185.455875
05/02/2019,Capesize,576,5854.217015
05/02/2019,VLOC,120,6224.758346
06/02/2019,Capesize,574,5843.706614
06/02/2019,VLOC,122,6246.849679
07/02/2019,Capesize,581,5876.490861
07/02/2019,VLOC,123,6316.903887
08/02/2019,Capesize,589,5930.762266
08/02/2019,VLOC,122,6406.461462
09/02/2019,Capesize,598,5994.576109
09/02/2019,VLOC,120,6496.620608
10/02/2019,Capesize,598,6001.632143
10/02/2019,VLOC,122,6448.344176
11/02/2019,Capesize,593,6050.811822
11/02/2019,VLOC,124,6404.078757
12/02/2019,Capesize,595,6111.813002
12/02/2019,VLOC,123,6354.354135
13/02/2019,Capesize,593,6063.954969
13/02/2019,VLOC,122,6319.53884
14/02/2019,Capesize,601,6087.36781
14/02/2019,VLOC,122,6344.13977
15/02/2019,Capesize,609,6050.07034
15/02/2019,VLOC,122,6413.32217
16/02/2019,Capesize,608,6119.53789
16/02/2019,VLOC,121,6408.538734
17/02/2019,Capesize,602,6119.407772
17/02/2019,VLOC,118,6351.88264
18/02/2019,Capesize,611,6092.844146
18/02/2019,VLOC,120,6344.897178
19/02/2019,Capesize,609,6195.862223
19/02/2019,VLOC,116,6373.00147
20/02/2019,Capesize,616,6136.528195
20/02/2019,VLOC,118,6451.009986
21/02/2019,Capesize,625,6094.114326
21/02/2019,VLOC,117,6426.060529
22/02/2019,Capesize,633,6083.502755
22/02/2019,VLOC,115,6448.551211
23/02/2019,Capesize,636,6089.607321
23/02/2019,VLOC,114,6536.45494
24/02/2019,Capesize,627,6133.205798
24/02/2019,VLOC,113,6676.08649
25/02/2019,Capesize,622,6115.359916
25/02/2019,VLOC,118,6851.153682
26/02/2019,Capesize,632,6210.864617
26/02/2019,VLOC,118,6883.811611
27/02/2019,Capesize,634,6277.129896
27/02/2019,VLOC,116,6937.855811
28/02/2019,Capesize,629,6223.631429
28/02/2019,VLOC,117,6911.561847
01/03/2019,Capesize,630,6186.733556
01/03/2019,VLOC,119,6808.334121
02/03/2019,Capesize,632,6205.872336
02/03/2019,VLOC,119,6830.128621
03/03/2019,Capesize,635,6229.933954
03/03/2019,VLOC,120,6850.0207
04/03/2019,Capesize,635,6270.543395
04/03/2019,VLOC,120,6878.533607
05/03/2019,Capesize,638,6257.337654
05/03/2019,VLOC,120,6780.675865
06/03/2019,Capesize,632,6327.412558
06/03/2019,VLOC,125,6653.954333
07/03/2019,Capesize,622,6299.323435
07/03/2019,VLOC,122,6654.224996
08/03/2019,Capesize,615,6318.241566
08/03/2019,VLOC,125,6714.927151
09/03/2019,Capesize,606,6376.645575
09/03/2019,VLOC,129,6687.126396
10/03/2019,Capesize,605,6394.012951
10/03/2019,VLOC,127,6732.435822
11/03/2019,Capesize,606,6408.93376
11/03/2019,VLOC,126,6648.826225
12/03/2019,Capesize,606,6456.118177
12/03/2019,VLOC,131,6743.276245
13/03/2019,Capesize,607,6473.830906
13/03/2019,VLOC,130,6815.98615
14/03/2019,Capesize,603,6443.8837
14/03/2019,VLOC,130,6928.673576
15/03/2019,Capesize,610,6473.142052
15/03/2019,VLOC,129,7017.304732
16/03/2019,Capesize,609,6464.200658
16/03/2019,VLOC,132,7046.988081
17/03/2019,Capesize,606,6495.896236
17/03/2019,VLOC,132,6906.072454
18/03/2019,Capesize,600,6459.343468
18/03/2019,VLOC,135,6938.594393
19/03/2019,Capesize,615,6357.236084
19/03/2019,VLOC,132,6895.682768
20/03/2019,Capesize,601,6392.510249
20/03/2019,VLOC,131,6904.155306
21/03/2019,Capesize,602,6285.388103
21/03/2019,VLOC,128,6760.381826
22/03/2019,Capesize,604,6352.176691
22/03/2019,VLOC,127,6824.134974
23/03/2019,Capesize,610,6213.740373
23/03/2019,VLOC,128,6806.144151
24/03/2019,Capesize,616,6207.289624
24/03/2019,VLOC,137,6786.437704
25/03/2019,Capesize,620,6143.08886
25/03/2019,VLOC,140,6790.26358
26/03/2019,Capesize,619,6053.166352
26/03/2019,VLOC,141,6760.632906
27/03/2019,Capesize,631,6003.96546
27/03/2019,VLOC,146,6776.468219
28/03/2019,Capesize,647,5946.02122
28/03/2019,VLOC,145,6767.476682
29/03/2019,Capesize,661,5906.080043
29/03/2019,VLOC,148,6801.023814
30/03/2019,Capesize,658,5906.416862
30/03/2019,VLOC,148,6863.070571
31/03/2019,Capesize,665,5820.51048
31/03/2019,VLOC,150,6711.849024
01/04/2019,Capesize,667,5815.340587
01/04/2019,VLOC,148,6814.673405
02/04/2019,Capesize,680,5829.791916
02/04/2019,VLOC,151,6905.100518
03/04/2019,Capesize,683,5828.394446
03/04/2019,VLOC,152,6969.166237
04/04/2019,Capesize,688,5774.436268
04/04/2019,VLOC,151,7006.941464
05/04/2019,Capesize,694,5822.76887
05/04/2019,VLOC,152,6959.230207
06/04/2019,Capesize,694,5822.851549
06/04/2019,VLOC,154,7054.728585
07/04/2019,Capesize,693,5834.577072
07/04/2019,VLOC,153,7110.052392
08/04/2019,Capesize,696,5811.439813
08/04/2019,VLOC,154,7123.591184
09/04/2019,Capesize,690,5823.011778
09/04/2019,VLOC,154,7203.605578
10/04/2019,Capesize,689,5800.790628
10/04/2019,VLOC,152,7112.088683
11/04/2019,Capesize,682,5883.998879
11/04/2019,VLOC,153,7144.469237
12/04/2019,Capesize,687,5940.687098
12/04/2019,VLOC,156,7169.978442
13/04/2019,Capesize,678,6023.116478
13/04/2019,VLOC,155,7164.81319
14/04/2019,Capesize,669,6094.992037
14/04/2019,VLOC,155,7248.322067
15/04/2019,Capesize,673,6103.436231
15/04/2019,VLOC,158,7332.040211
16/04/2019,Capesize,671,6179.318876
16/04/2019,VLOC,160,7415.099174
17/04/2019,Capesize,676,6190.321019
17/04/2019,VLOC,159,7482.055962
18/04/2019,Capesize,659,6180.939458
18/04/2019,VLOC,157,7462.489123
19/04/2019,Capesize,664,6233.418493
19/04/2019,VLOC,158,7534.500877
20/04/2019,Capesize,661,6288.526491
20/04/2019,VLOC,153,7516.049122
21/04/2019,Capesize,656,6275.688381
21/04/2019,VLOC,153,7542.071651
22/04/2019,Capesize,642,6293.263675
22/04/2019,VLOC,153,7640.796579
23/04/2019,Capesize,643,6321.030613
23/04/2019,VLOC,154,7688.500377
24/04/2019,Capesize,647,6384.891131
24/04/2019,VLOC,155,7720.019529
25/04/2019,Capesize,646,6385.742655
25/04/2019,VLOC,153,7749.545688
26/04/2019,Capesize,636,6365.387855
26/04/2019,VLOC,158,7792.051515
27/04/2019,Capesize,633,6410.752343
27/04/2019,VLOC,156,7842.900929
28/04/2019,Capesize,637,6394.306904
28/04/2019,VLOC,152,7856.749015
29/04/2019,Capesize,634,6416.195475
29/04/2019,VLOC,152,7867.643006
30/04/2019,Capesize,639,6416.942202
30/04/2019,VLOC,154,7953.277445
01/05/2019,Capesize,629,6437.514648
01/05/2019,VLOC,152,7938.087612
02/05/2019,Capesize,628,6377.864783
02/05/2019,VLOC,149,7909.669561
03/05/2019,Capesize,637,6397.255994
03/05/2019,VLOC,152,8016.499267
04/05/2019,Capesize,639,6304.810815
04/05/2019,VLOC,154,7989.710137
05/05/2019,Capesize,623,6276.669108
05/05/2019,VLOC,154,7981.950703
06/05/2019,Capesize,626,6196.871421
06/05/2019,VLOC,157,7977.560317
07/05/2019,Capesize,612,6235.376278
07/05/2019,VLOC,156,7978.8561
08/05/2019,Capesize,619,6120.727527
08/05/2019,VLOC,159,7960.766963
09/05/2019,Capesize,621,6119.173525
09/05/2019,VLOC,159,7882.760393
10/05/2019,Capesize,625,6076.761732
10/05/2019,VLOC,158,7824.158164
11/05/2019,Capesize,629,6095.416601
11/05/2019,VLOC,161,7874.196214
12/05/2019,Capesize,626,6069.188198
12/05/2019,VLOC,162,7825.501164
13/05/2019,Capesize,623,6042.311114
13/05/2019,VLOC,162,7751.089896
14/05/2019,Capesize,628,6018.841775
14/05/2019,VLOC,162,7716.20803
15/05/2019,Capesize,631,6074.677707
15/05/2019,VLOC,157,7683.095188
16/05/2019,Capesize,637,6102.136621
16/05/2019,VLOC,157,7634.534055
17/05/2019,Capesize,640,6082.4405
17/05/2019,VLOC,157,7645.303585
18/05/2019,Capesize,643,6066.644677
18/05/2019,VLOC,157,7671.977569
19/05/2019,Capesize,654,6062.974336
19/05/2019,VLOC,155,7689.701986
20/05/2019,Capesize,647,6066.089251
20/05/2019,VLOC,150,7597.255553
21/05/2019,Capesize,641,6094.27722
21/05/2019,VLOC,151,7625.264092
22/05/2019,Capesize,638,6073.886585
22/05/2019,VLOC,149,7565.081886
23/05/2019,Capesize,646,5967.605342
23/05/2019,VLOC,144,7519.686133
24/05/2019,Capesize,652,5918.277976
24/05/2019,VLOC,145,7572.741079
25/05/2019,Capesize,649,5945.909086
25/05/2019,VLOC,142,7493.003429
26/05/2019,Capesize,646,5917.200078
26/05/2019,VLOC,141,7517.702015
27/05/2019,Capesize,644,5869.345311
27/05/2019,VLOC,138,7468.252484
28/05/2019,Capesize,644,5870.763189
28/05/2019,VLOC,135,7507.143773
29/05/2019,Capesize,634,5974.801442
29/05/2019,VLOC,136,7587.616839
30/05/2019,Capesize,635,5939.611909
30/05/2019,VLOC,136,7733.507365
31/05/2019,Capesize,642,5931.96136
31/05/2019,VLOC,132,7729.956837
01/06/2019,Capesize,634,5898.100616
01/06/2019,VLOC,131,7712.192515
02/06/2019,Capesize,635,5855.020402
02/06/2019,VLOC,132,7775.410663
03/06/2019,Capesize,643,5848.496348
03/06/2019,VLOC,128,7790.094297
04/06/2019,Capesize,637,5814.134613
04/06/2019,VLOC,129,7868.55215
